ip,requests_per_sec,ports,packet_size,protocol,label
10.0.0.65,188,4,755,UDP,Bot
192.168.203.203,41,4,544,UDP,Legit
10.0.0.66,1455,18,1011,UDP,DDoS
10.0.0.67,366,6,588,TCP,Bot
192.168.204.204,15,1,411,TCP,Legit
10.0.0.68,1177,11,1144,TCP,DDoS
10.0.0.69,122,8,833,UDP,Bot
192.168.205.205,47,2,633,UDP,Legit
10.0.0.70,889,14,1344,UDP,DDoS
10.0.0.71,299,3,966,TCP,Bot
192.168.206.206,32,3,255,TCP,Legit
10.0.0.72,1388,19,1411,UDP,DDoS
10.0.0.73,155,5,744,UDP,Bot
192.168.207.207,43,4,488,UDP,Legit
10.0.0.74,1255,10,1077,TCP,DDoS
10.0.0.75,388,7,888,TCP,Bot
192.168.208.208,21,1,366,TCP,Legit
10.0.0.76,812,15,1466,UDP,DDoS
10.0.0.77,211,4,633,UDP,Bot
192.168.209.209,38,2,588,UDP,Legit
10.0.0.78,1433,12,1288,UDP,DDoS
10.0.0.79,321,6,933,TCP,Bot
192.168.210.210,12,3,299,TCP,Legit
10.0.0.80,1144,17,1444,TCP,DDoS
10.0.0.81,166,8,811,UDP,Bot
192.168.211.211,50,4,555,UDP,Legit
10.0.0.82,777,9,1233,UDP,DDoS
10.0.0.83,311,3,1044,TCP,Bot
192.168.212.212,29,1,433,TCP,Legit
10.0.0.84,1322,14,1400,UDP,DDoS
10.0.0.85,188,5,777,UDP,Bot
192.168.213.213,44,2,688,UDP,Legit
10.0.0.86,1077,11,1366,TCP,DDoS
10.0.0.87,366,7,955,TCP,Bot
192.168.214.214,35,3,244,TCP,Legit
10.0.0.88,833,16,1311,UDP,DDoS
10.0.0.89,133,4,688,UDP,Bot
192.168.215.215,17,4,488,UDP,Legit
10.0.0.90,1399,12,1422,UDP,DDoS
10.0.0.91,289,6,1022,TCP,Bot
192.168.216.216,48,1,311,TCP,Legit
10.0.0.92,1211,18,1199,TCP,DDoS
10.0.0.93,399,8,844,UDP,Bot
192.168.217.217,26,2,588,UDP,Legit
10.0.0.94,788,13,1377,UDP,DDoS
10.0.0.95,202,3,733,TCP,Bot
192.168.218.218,42,3,455,TCP,Legit
10.0.0.96,1488,10,1488,UDP,DDoS
10.0.0.97,344,5,977,UDP,Bot
192.168.219.219,31,4,277,UDP,Legit
10.0.0.98,1199,15,1288,TCP,DDoS
10.0.0.99,144,7,644,TCP,Bot
192.168.220.220,14,1,511,TCP,Legit
10.0.0.100,855,19,1444,UDP,DDoS
10.0.0.101,277,4,1099,UDP,Bot
192.168.221.221,46,2,622,UDP,Legit
10.0.0.102,1366,11,1133,UDP,DDoS
10.0.0.103,377,6,866,TCP,Bot
192.168.222.222,37,3,388,TCP,Legit
10.0.0.104,1288,14,1366,TCP,DDoS
10.0.0.105,233,8,1155,UDP,Bot
192.168.223.223,20,4,555,UDP,Legit
10.0.0.106,799,12,1055,UDP,DDoS
10.0.0.107,111,3,611,TCP,Bot
192.168.224.224,49,1,211,TCP,Legit
10.0.0.108,1422,17,1400,UDP,DDoS
10.0.0.109,299,5,922,UDP,Bot
192.168.225.225,11,2,699,UDP,Legit
10.0.0.110,1102,10,1477,TCP,DDoS
10.0.0.111,155,7,799,TCP,Bot
192.168.226.226,45,3,344,TCP,Legit
10.0.0.112,877,16,1311,UDP,DDoS
10.0.0.113,388,4,1033,UDP,Bot
192.168.227.227,27,4,533,UDP,Legit
10.0.0.114,1344,13,1188,UDP,DDoS
10.0.0.115,222,6,855,TCP,Bot
192.168.228.228,10,1,288,TCP,Legit
10.0.0.116,1033,20,1455,TCP,DDoS
10.0.0.117,311,8,677,UDP,Bot
192.168.229.229,41,2,477,UDP,Legit
10.0.0.118,766,11,1211,UDP,DDoS
10.0.0.119,188,3,988,TCP,Bot
192.168.230.230,33,3,611,TCP,Legit
10.0.0.120,1466,15,1399,UDP,DDoS
10.0.0.121,333,5,755,UDP,Bot
192.168.231.231,24,4,233,UDP,Legit
10.0.0.122,1211,12,1488,TCP,DDoS
10.0.0.123,133,7,1011,TCP,Bot
192.168.232.232,48,1,566,TCP,Legit
10.0.0.124,833,17,1144,UDP,DDoS
10.0.0.125,377,4,833,UDP,Bot
192.168.233.233,19,2,388,UDP,Legit
10.0.0.126,1399,10,1344,UDP,DDoS
10.0.0.127,222,6,966,TCP,Bot
192.168.234.234,36,3,644,TCP,Legit
10.0.0.128,1166,14,1411,TCP,DDoS
10.0.0.129,144,8,744,UDP,Bot
192.168.235.235,28,4,422,UDP,Legit
10.0.0.130,911,19,1077,UDP,DDoS
10.0.0.131,311,3,888,TCP,Bot
192.168.236.236,13,1,511,TCP,Legit
10.0.0.132,1455,11,633,UDP,DDoS
10.0.0.133,188,5,1177,UDP,Bot
192.168.237.237,44,2,255,UDP,Legit
10.0.0.134,1277,16,933,TCP,DDoS
10.0.0.135,366,7,1211,TCP,Bot
192.168.238.238,39,3,677,TCP,Legit
10.0.0.136,877,12,811,UDP,DDoS
10.0.0.137,133,8,1044,UDP,Bot
192.168.239.239,25,4,444,UDP,Legit
10.0.0.138,1444,17,777,UDP,DDoS
10.0.0.139,289,3,1400,TCP,Bot
192.168.240.240,42,1,533,TCP,Legit
10.0.0.140,1111,10,1133,TCP,DDoS
10.0.0.141,399,5,1311,UDP,Bot
192.168.241.241,16,2,322,UDP,Legit
10.0.0.142,788,14,955,UDP,DDoS
10.0.0.143,202,6,688,TCP,Bot
192.168.242.242,31,3,588,TCP,Legit
10.0.0.144,1355,19,1022,UDP,DDoS
10.0.0.145,344,8,844,UDP,Bot
192.168.243.243,47,4,233,UDP,Legit
10.0.0.146,1233,12,733,TCP,DDoS
10.0.0.147,144,3,977,TCP,Bot
192.168.244.244,14,1,477,TCP,Legit
10.0.0.148,844,15,644,UDP,DDoS
10.0.0.149,277,5,1099,UDP,Bot
192.168.245.245,41,2,611,UDP,Legit
10.0.0.150,1477,11,1133,UDP,DDoS
